as_of,geo_value,signal,source,time_type,time_value,issue,value,target_end_date
2025-05-14,mi,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-30,2025-05-11,246.0,2025-04-05
2025-05-14,mi,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-04-06,2025-05-11,224.0,2025-04-12
2025-05-14,mi,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-04-13,2025-05-11,179.0,2025-04-19
2025-05-14,mi,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-04-20,2025-05-11,99.0,2025-04-26
2025-05-14,mi,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-04-27,2025-05-11,104.0,2025-05-03
2025-05-14,mi,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-05-04,2025-05-11,88.0,2025-05-10
2024-11-20,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-13,2024-11-17,88.0,2024-10-19
2024-11-20,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-20,2024-11-17,0.0,2024-10-26
2024-11-20,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-27,2024-11-17,3.0,2024-11-02
2024-11-20,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-03,2024-11-17,29.0,2024-11-09
2024-11-20,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-10,2024-11-17,26.0,2024-11-16
2024-11-27,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-13,2024-11-24,88.0,2024-10-19
2024-11-27,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-20,2024-11-24,0.0,2024-10-26
2024-11-27,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-27,2024-11-24,4.0,2024-11-02
2024-11-27,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-03,2024-11-24,29.0,2024-11-09
2024-11-27,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-10,2024-11-24,26.0,2024-11-16
2024-11-27,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-17,2024-11-24,16.0,2024-11-23
2024-12-04,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-13,2024-12-01,88.0,2024-10-19
2024-12-04,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-20,2024-12-01,0.0,2024-10-26
2024-12-04,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-27,2024-12-01,4.0,2024-11-02
2024-12-04,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-03,2024-12-01,29.0,2024-11-09
2024-12-04,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-10,2024-12-01,26.0,2024-11-16
2024-12-04,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-17,2024-12-01,16.0,2024-11-23
2024-12-04,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-24,2024-12-01,35.0,2024-11-30
2024-12-11,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-13,2024-12-08,88.0,2024-10-19
2024-12-11,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-20,2024-12-08,0.0,2024-10-26
2024-12-11,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-27,2024-12-08,4.0,2024-11-02
2024-12-11,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-03,2024-12-08,29.0,2024-11-09
2024-12-11,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-10,2024-12-08,26.0,2024-11-16
2024-12-11,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-17,2024-12-08,16.0,2024-11-23
2024-12-11,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-24,2024-12-08,35.0,2024-11-30
2024-12-11,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-01,2024-12-08,58.0,2024-12-07
2024-12-18,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-13,2024-12-15,88.0,2024-10-19
2024-12-18,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-20,2024-12-15,0.0,2024-10-26
2024-12-18,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-27,2024-12-15,4.0,2024-11-02
2024-12-18,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-03,2024-12-15,29.0,2024-11-09
2024-12-18,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-10,2024-12-15,26.0,2024-11-16
2024-12-18,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-17,2024-12-15,16.0,2024-11-23
2024-12-18,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-24,2024-12-15,35.0,2024-11-30
2024-12-18,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-01,2024-12-15,58.0,2024-12-07
2024-12-18,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-08,2024-12-15,116.0,2024-12-14
2024-12-25,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-13,2024-12-22,88.0,2024-10-19
2024-12-25,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-20,2024-12-22,0.0,2024-10-26
2024-12-25,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-27,2024-12-22,4.0,2024-11-02
2024-12-25,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-03,2024-12-22,29.0,2024-11-09
2024-12-25,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-10,2024-12-22,26.0,2024-11-16
2024-12-25,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-17,2024-12-22,16.0,2024-11-23
2024-12-25,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-24,2024-12-22,35.0,2024-11-30
2024-12-25,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-01,2024-12-22,58.0,2024-12-07
2024-12-25,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-08,2024-12-22,118.0,2024-12-14
2024-12-25,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-15,2024-12-22,249.0,2024-12-21
2025-01-01,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-13,2024-12-29,88.0,2024-10-19
2025-01-01,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-20,2024-12-29,0.0,2024-10-26
2025-01-01,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-27,2024-12-29,4.0,2024-11-02
2025-01-01,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-03,2024-12-29,29.0,2024-11-09
2025-01-01,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-10,2024-12-29,26.0,2024-11-16
2025-01-01,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-17,2024-12-29,16.0,2024-11-23
2025-01-01,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-24,2024-12-29,35.0,2024-11-30
2025-01-01,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-01,2024-12-29,58.0,2024-12-07
2025-01-01,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-08,2024-12-29,118.0,2024-12-14
2025-01-01,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-15,2024-12-29,268.0,2024-12-21
2025-01-01,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-22,2024-12-29,724.0,2024-12-28
2025-01-08,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-13,2025-01-05,88.0,2024-10-19
2025-01-08,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-20,2025-01-05,0.0,2024-10-26
2025-01-08,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-27,2025-01-05,4.0,2024-11-02
2025-01-08,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-03,2025-01-05,29.0,2024-11-09
2025-01-08,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-10,2025-01-05,26.0,2024-11-16
2025-01-08,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-17,2025-01-05,16.0,2024-11-23
2025-01-08,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-24,2025-01-05,35.0,2024-11-30
2025-01-08,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-01,2025-01-05,58.0,2024-12-07
2025-01-08,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-08,2025-01-05,118.0,2024-12-14
2025-01-08,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-15,2025-01-05,268.0,2024-12-21
2025-01-08,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-22,2025-01-05,724.0,2024-12-28
2025-01-08,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-29,2025-01-05,1352.0,2025-01-04
2025-01-15,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-13,2025-01-12,88.0,2024-10-19
2025-01-15,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-20,2025-01-12,0.0,2024-10-26
2025-01-15,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-27,2025-01-12,4.0,2024-11-02
2025-01-15,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-03,2025-01-12,29.0,2024-11-09
2025-01-15,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-10,2025-01-12,26.0,2024-11-16
2025-01-15,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-17,2025-01-12,16.0,2024-11-23
2025-01-15,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-24,2025-01-12,35.0,2024-11-30
2025-01-15,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-01,2025-01-12,58.0,2024-12-07
2025-01-15,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-08,2025-01-12,118.0,2024-12-14
2025-01-15,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-15,2025-01-12,268.0,2024-12-21
2025-01-15,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-22,2025-01-12,725.0,2024-12-28
2025-01-15,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-29,2025-01-12,1358.0,2025-01-04
2025-01-15,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-05,2025-01-12,1406.0,2025-01-11
2025-01-22,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-13,2025-01-19,88.0,2024-10-19
2025-01-22,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-20,2025-01-19,0.0,2024-10-26
2025-01-22,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-27,2025-01-19,4.0,2024-11-02
2025-01-22,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-03,2025-01-19,29.0,2024-11-09
2025-01-22,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-10,2025-01-19,26.0,2024-11-16
2025-01-22,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-17,2025-01-19,16.0,2024-11-23
2025-01-22,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-24,2025-01-19,35.0,2024-11-30
2025-01-22,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-01,2025-01-19,58.0,2024-12-07
2025-01-22,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-08,2025-01-19,118.0,2024-12-14
2025-01-22,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-15,2025-01-19,268.0,2024-12-21
2025-01-22,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-22,2025-01-19,725.0,2024-12-28
2025-01-22,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-29,2025-01-19,1358.0,2025-01-04
2025-01-22,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-05,2025-01-19,1406.0,2025-01-11
2025-01-29,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-13,2025-01-26,88.0,2024-10-19
2025-01-29,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-20,2025-01-26,0.0,2024-10-26
2025-01-29,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-27,2025-01-26,4.0,2024-11-02
2025-01-29,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-03,2025-01-26,17.0,2024-11-09
2025-01-29,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-10,2025-01-26,8.0,2024-11-16
2025-01-29,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-17,2025-01-26,11.0,2024-11-23
2025-01-29,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-24,2025-01-26,18.0,2024-11-30
2025-01-29,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-01,2025-01-26,40.0,2024-12-07
2025-01-29,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-08,2025-01-26,92.0,2024-12-14
2025-01-29,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-15,2025-01-26,227.0,2024-12-21
2025-01-29,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-22,2025-01-26,544.0,2024-12-28
2025-01-29,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-29,2025-01-26,949.0,2025-01-04
2025-01-29,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-05,2025-01-26,895.0,2025-01-11
2025-01-29,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-12,2025-01-26,922.0,2025-01-18
2025-01-29,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-19,2025-01-26,866.0,2025-01-25
2025-02-05,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-13,2025-02-02,88.0,2024-10-19
2025-02-05,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-20,2025-02-02,0.0,2024-10-26
2025-02-05,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-27,2025-02-02,4.0,2024-11-02
2025-02-05,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-03,2025-02-02,17.0,2024-11-09
2025-02-05,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-10,2025-02-02,8.0,2024-11-16
2025-02-05,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-17,2025-02-02,11.0,2024-11-23
2025-02-05,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-24,2025-02-02,18.0,2024-11-30
2025-02-05,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-01,2025-02-02,40.0,2024-12-07
2025-02-05,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-08,2025-02-02,92.0,2024-12-14
2025-02-05,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-15,2025-02-02,227.0,2024-12-21
2025-02-05,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-22,2025-02-02,544.0,2024-12-28
2025-02-05,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-29,2025-02-02,949.0,2025-01-04
2025-02-05,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-05,2025-02-02,895.0,2025-01-11
2025-02-05,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-12,2025-02-02,924.0,2025-01-18
2025-02-05,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-19,2025-02-02,868.0,2025-01-25
2025-02-05,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-26,2025-02-02,851.0,2025-02-01
2025-02-12,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-13,2025-02-09,88.0,2024-10-19
2025-02-12,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-20,2025-02-09,0.0,2024-10-26
2025-02-12,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-27,2025-02-09,4.0,2024-11-02
2025-02-12,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-03,2025-02-09,17.0,2024-11-09
2025-02-12,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-10,2025-02-09,8.0,2024-11-16
2025-02-12,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-17,2025-02-09,11.0,2024-11-23
2025-02-12,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-24,2025-02-09,18.0,2024-11-30
2025-02-12,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-01,2025-02-09,40.0,2024-12-07
2025-02-12,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-08,2025-02-09,92.0,2024-12-14
2025-02-12,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-15,2025-02-09,227.0,2024-12-21
2025-02-12,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-22,2025-02-09,545.0,2024-12-28
2025-02-12,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-29,2025-02-09,949.0,2025-01-04
2025-02-12,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-05,2025-02-09,895.0,2025-01-11
2025-02-12,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-12,2025-02-09,925.0,2025-01-18
2025-02-12,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-19,2025-02-09,868.0,2025-01-25
2025-02-12,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-26,2025-02-09,877.0,2025-02-01
2025-02-12,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-02,2025-02-09,673.0,2025-02-08
2025-02-19,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-13,2025-02-16,88.0,2024-10-19
2025-02-19,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-20,2025-02-16,0.0,2024-10-26
2025-02-19,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-27,2025-02-16,4.0,2024-11-02
2025-02-19,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-03,2025-02-16,17.0,2024-11-09
2025-02-19,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-10,2025-02-16,8.0,2024-11-16
2025-02-19,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-17,2025-02-16,11.0,2024-11-23
2025-02-19,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-24,2025-02-16,18.0,2024-11-30
2025-02-19,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-01,2025-02-16,40.0,2024-12-07
2025-02-19,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-08,2025-02-16,92.0,2024-12-14
2025-02-19,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-15,2025-02-16,227.0,2024-12-21
2025-02-19,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-22,2025-02-16,545.0,2024-12-28
2025-02-19,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-29,2025-02-16,949.0,2025-01-04
2025-02-19,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-05,2025-02-16,895.0,2025-01-11
2025-02-19,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-12,2025-02-16,925.0,2025-01-18
2025-02-19,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-19,2025-02-16,872.0,2025-01-25
2025-02-19,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-26,2025-02-16,880.0,2025-02-01
2025-02-19,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-02,2025-02-16,674.0,2025-02-08
2025-02-19,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-09,2025-02-16,470.0,2025-02-15
2025-02-26,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-13,2025-02-23,88.0,2024-10-19
2025-02-26,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-20,2025-02-23,0.0,2024-10-26
2025-02-26,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-27,2025-02-23,4.0,2024-11-02
2025-02-26,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-03,2025-02-23,17.0,2024-11-09
2025-02-26,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-10,2025-02-23,8.0,2024-11-16
2025-02-26,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-17,2025-02-23,11.0,2024-11-23
2025-02-26,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-24,2025-02-23,18.0,2024-11-30
2025-02-26,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-01,2025-02-23,40.0,2024-12-07
2025-02-26,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-08,2025-02-23,92.0,2024-12-14
2025-02-26,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-15,2025-02-23,227.0,2024-12-21
2025-02-26,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-22,2025-02-23,545.0,2024-12-28
2025-02-26,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-29,2025-02-23,949.0,2025-01-04
2025-02-26,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-05,2025-02-23,895.0,2025-01-11
2025-02-26,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-12,2025-02-23,925.0,2025-01-18
2025-02-26,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-19,2025-02-23,872.0,2025-01-25
2025-02-26,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-26,2025-02-23,880.0,2025-02-01
2025-02-26,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-02,2025-02-23,676.0,2025-02-08
2025-02-26,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-09,2025-02-23,474.0,2025-02-15
2025-02-26,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-16,2025-02-23,365.0,2025-02-22
2025-03-05,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-13,2025-03-02,88.0,2024-10-19
2025-03-05,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-20,2025-03-02,0.0,2024-10-26
2025-03-05,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-27,2025-03-02,4.0,2024-11-02
2025-03-05,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-03,2025-03-02,17.0,2024-11-09
2025-03-05,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-10,2025-03-02,8.0,2024-11-16
2025-03-05,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-17,2025-03-02,11.0,2024-11-23
2025-03-05,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-24,2025-03-02,18.0,2024-11-30
2025-03-05,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-01,2025-03-02,40.0,2024-12-07
2025-03-05,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-08,2025-03-02,92.0,2024-12-14
2025-03-05,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-15,2025-03-02,227.0,2024-12-21
2025-03-05,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-22,2025-03-02,545.0,2024-12-28
2025-03-05,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-29,2025-03-02,949.0,2025-01-04
2025-03-05,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-05,2025-03-02,895.0,2025-01-11
2025-03-05,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-12,2025-03-02,925.0,2025-01-18
2025-03-05,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-19,2025-03-02,872.0,2025-01-25
2025-03-05,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-26,2025-03-02,880.0,2025-02-01
2025-03-05,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-02,2025-03-02,676.0,2025-02-08
2025-03-05,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-09,2025-03-02,474.0,2025-02-15
2025-03-05,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-16,2025-03-02,365.0,2025-02-22
2025-03-05,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-23,2025-03-02,250.0,2025-03-01
2025-03-12,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-13,2025-03-09,88.0,2024-10-19
2025-03-12,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-20,2025-03-09,0.0,2024-10-26
2025-03-12,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-27,2025-03-09,4.0,2024-11-02
2025-03-12,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-03,2025-03-09,17.0,2024-11-09
2025-03-12,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-10,2025-03-09,8.0,2024-11-16
2025-03-12,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-17,2025-03-09,11.0,2024-11-23
2025-03-12,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-24,2025-03-09,18.0,2024-11-30
2025-03-12,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-01,2025-03-09,40.0,2024-12-07
2025-03-12,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-08,2025-03-09,92.0,2024-12-14
2025-03-12,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-15,2025-03-09,227.0,2024-12-21
2025-03-12,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-22,2025-03-09,545.0,2024-12-28
2025-03-12,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-29,2025-03-09,949.0,2025-01-04
2025-03-12,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-05,2025-03-09,895.0,2025-01-11
2025-03-12,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-12,2025-03-09,925.0,2025-01-18
2025-03-12,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-19,2025-03-09,872.0,2025-01-25
2025-03-12,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-26,2025-03-09,880.0,2025-02-01
2025-03-12,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-02,2025-03-09,676.0,2025-02-08
2025-03-12,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-09,2025-03-09,474.0,2025-02-15
2025-03-12,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-16,2025-03-09,365.0,2025-02-22
2025-03-12,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-23,2025-03-09,279.0,2025-03-01
2025-03-12,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-02,2025-03-09,181.0,2025-03-08
2025-03-19,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-13,2025-03-16,88.0,2024-10-19
2025-03-19,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-20,2025-03-16,0.0,2024-10-26
